label,language,filename,source_title,source_domain,source_type,publication_date,collection_date,url,quota_role,record_kind,character_count
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_013.txt,公開新聞索引：金像電 Gold Circuit Electronics｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E9%87%91%E5%83%8F%E9%9B%BB+Gold+Circuit+Electronics+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1964
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_014.txt,公開新聞索引：欣興 Unimicron｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%AC%A3%E8%88%88+Unimicron+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1891
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_015.txt,公開新聞索引：華通 Compeq｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%8F%AF%E9%80%9A+Compeq+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_016.txt,公開新聞索引：健鼎 Tripod｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%81%A5%E9%BC%8E+Tripod+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_017.txt,公開新聞索引：南電 Nan Ya PCB｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8D%97%E9%9B%BB+Nan+Ya+PCB+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1901
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_018.txt,公開新聞索引：智邦 Accton｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%99%BA%E9%82%A6+Accton+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_019.txt,公開新聞索引：啟碁 WNC｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%95%9F%E7%A2%81+WNC+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1870
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_020.txt,公開新聞索引：聯亞 LandMark Optoelectronics｜液冷與高功率密度升級｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%81%AF%E4%BA%9E+LandMark+Optoelectronics+%E6%B6%B2%E5%86%B7%E8%88%87%E9%AB%98%E5%8A%9F%E7%8E%87%E5%AF%86%E5%BA%A6%E5%8D%87%E7%B4%9A+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1952
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_021.txt,公開新聞索引：台達電 Delta Electronics｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E9%81%94%E9%9B%BB+Delta+Electronics+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1933
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_022.txt,公開新聞索引：光寶科 Lite-On｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%85%89%E5%AF%B6%E7%A7%91+Lite-On+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1894
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_023.txt,公開新聞索引：群電 Chicony Power｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%BE%A4%E9%9B%BB+Chicony+Power+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1908
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_024.txt,公開新聞索引：康舒 AcBel｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%BA%B7%E8%88%92+AcBel+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1875
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_025.txt,公開新聞索引：奇鋐 Asia Vital Components｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%A5%87%E9%8B%90+Asia+Vital+Components+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1942
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_026.txt,公開新聞索引：雙鴻 Auras｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E9%9B%99%E9%B4%BB+Auras+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1878
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_027.txt,公開新聞索引：建準 Sunonwealth｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%BB%BA%E6%BA%96+Sunonwealth+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1905
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_028.txt,公開新聞索引：泰碩 TaiSol｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%B3%B0%E7%A2%A9+TaiSol+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_029.txt,公開新聞索引：健策 Jentech｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%81%A5%E7%AD%96+Jentech+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1886
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_030.txt,公開新聞索引：台光電 Elite Material｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E5%85%89%E9%9B%BB+Elite+Material+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1924
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_031.txt,公開新聞索引：台燿 Taiwan Union Technology｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E7%87%BF+Taiwan+Union+Technology+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1945
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_032.txt,公開新聞索引：聯茂 ITEQ｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%81%AF%E8%8C%82+ITEQ+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1870
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_033.txt,公開新聞索引：金像電 Gold Circuit Electronics｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E9%87%91%E5%83%8F%E9%9B%BB+Gold+Circuit+Electronics+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1964
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_034.txt,公開新聞索引：欣興 Unimicron｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%AC%A3%E8%88%88+Unimicron+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1891
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_035.txt,公開新聞索引：華通 Compeq｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%8F%AF%E9%80%9A+Compeq+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_036.txt,公開新聞索引：健鼎 Tripod｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%81%A5%E9%BC%8E+Tripod+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_037.txt,公開新聞索引：南電 Nan Ya PCB｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8D%97%E9%9B%BB+Nan+Ya+PCB+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1901
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_038.txt,公開新聞索引：智邦 Accton｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E6%99%BA%E9%82%A6+Accton+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1882
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_039.txt,公開新聞索引：啟碁 WNC｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%95%9F%E7%A2%81+WNC+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1870
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_040.txt,公開新聞索引：聯亞 LandMark Optoelectronics｜PCB／CCL規格與材料漲價｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E8%81%AF%E4%BA%9E+LandMark+Optoelectronics+PCB%EF%BC%8FCCL%E8%A6%8F%E6%A0%BC%E8%88%87%E6%9D%90%E6%96%99%E6%BC%B2%E5%83%B9+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1952
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_041.txt,公開新聞索引：台達電 Delta Electronics｜高速交換器與光通訊需求｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%8F%B0%E9%81%94%E9%9B%BB+Delta+Electronics+%E9%AB%98%E9%80%9F%E4%BA%A4%E6%8F%9B%E5%99%A8%E8%88%87%E5%85%89%E9%80%9A%E8%A8%8A%E9%9C%80%E6%B1%82+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1945
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_042.txt,公開新聞索引：光寶科 Lite-On｜高速交換器與光通訊需求｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%85%89%E5%AF%B6%E7%A7%91+Lite-On+%E9%AB%98%E9%80%9F%E4%BA%A4%E6%8F%9B%E5%99%A8%E8%88%87%E5%85%89%E9%80%9A%E8%A8%8A%E9%9C%80%E6%B1%82+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1906
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_043.txt,公開新聞索引：群電 Chicony Power｜高速交換器與光通訊需求｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E7%BE%A4%E9%9B%BB+Chicony+Power+%E9%AB%98%E9%80%9F%E4%BA%A4%E6%8F%9B%E5%99%A8%E8%88%87%E5%85%89%E9%80%9A%E8%A8%8A%E9%9C%80%E6%B1%82+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1920
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_044.txt,公開新聞索引：康舒 AcBel｜高速交換器與光通訊需求｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%BA%B7%E8%88%92+AcBel+%E9%AB%98%E9%80%9F%E4%BA%A4%E6%8F%9B%E5%99%A8%E8%88%87%E5%85%89%E9%80%9A%E8%A8%8A%E9%9C%80%E6%B1%82+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1887
TW AI Technology Stock Trend-AI Infrastructure Components,zh,#T#[TW AI Technology Stock Trend-AI Infrastructure Components]/zh_045.txt,公開新聞索引：奇鋐 Asia Vital Components｜高速交換器與光通訊需求｜AI基礎設施零組件股,bing.com,公開新聞搜尋索引,2024–2026 候選結果,2026-07-23,https://www.bing.com/news/search?q=%E5%A5%87%E9%8B%90+Asia+Vital+Components+%E9%AB%98%E9%80%9F%E4%BA%A4%E6%8F%9B%E5%99%A8%E8%88%87%E5%85%89%E9%80%9A%E8%A8%8A%E9%9C%80%E6%B1%82+%E5%8F%B0%E8%82%A1+AI+%E7%A7%91%E6%8A%80%E8%82%A1+%E8%B5%B0%E5%8B%A2+%E6%96%B0%E8%81%9E+%E6%B3%95%E4%BA%BA+2024+2025+2026&setlang=zh-tw&FORM=HDRSC6,direct fine-grained sample,public news-search index,1954
