label	file	title	domain	source_type	published	url	fine_labels
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/018_tankers-with-saudi-crude-turn-back-as-houthis-open-new-front-in-us-ira.txt	Tankers with Saudi crude turn back as Houthis open new front in US-Iran war	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/iranian-forces-target-bahrain-kuwait-after-us-hits-irans-south-2026-07-21	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/019_iran-warns-against-hormuz-crossings-without-authorisation-us-israel-wa.txt	Iran warns against Hormuz crossings without authorisation | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	3 weeks ago	https://www.aljazeera.com/news/2026/6/25/iran-warns-against-hormuz-crossings-without-authorisation	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/020_how-will-the-iran-war-affect-the-global-economy-chatham-house-internat.txt	How will the Iran war affect the global economy? | Chatham House – International Affairs Think Tank	chathamhouse.org	智庫／研究機構	4 months ago	https://www.chathamhouse.org/2026/03/how-will-iran-war-affect-global-economy	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/021_the-iran-war-has-been-an-economic-gift-for-putin-chatham-house-interna.txt	The Iran war has been an economic gift for Putin | Chatham House – International Affairs Think Tank	chathamhouse.org	智庫／研究機構	3 months ago	https://www.chathamhouse.org/2026/04/iran-war-has-been-economic-gift-putin	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/022_what-are-the-implications-of-the-iran-conflict-for-japan.txt	What Are the Implications of the Iran Conflict for Japan?	csis.org	智庫／研究機構	4 months ago	https://www.csis.org/analysis/what-are-implications-iran-conflict-japan	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/023_a-new-threat-by-yemen-s-houthis-could-widen-the-iran-war-and-put-anoth.txt	A new threat by Yemen's Houthis could widen the Iran war and put another trade chokepoint at risk	apnews.com	新聞媒體	today	https://apnews.com/article/4e25fbdad821762e478173e6308884fb	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/024_naval-blockade-to-remain-in-effect-until-official-agreement-is-signed.txt	Naval Blockade to Remain In Effect Until Official Agreement is Signed by Iran, U.S. - USNI News	news.usni.org	新聞媒體	last month	https://news.usni.org/2026/06/15/naval-blockade-to-remain-in-effect-until-official-agreement-is-signed-by-iran-u-s	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/025_the-impact-of-the-iran-conflict-on-south-korea-by-the-numbers.txt	The Impact of the Iran Conflict on South Korea: By the Numbers	csis.org	智庫／研究機構	3 months ago	https://www.csis.org/analysis/impact-iran-conflict-south-korea-numbers	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/026_iea-warns-of-risk-to-energy-supplies-from-escalation-of-iran-conflict.txt	IEA warns of risk to energy supplies from escalation of Iran conflict	ft.com	新聞媒體	today	https://www.ft.com/content/8d98a654-3ccb-4efc-b0f5-50301ac35a18	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/027_iran-war-2026-day-7-update-06-march-2026.txt	Iran War 2026 -- Day 7 Update -- 06 March 2026	globalsecurity.orgwww.globalsecurity.org	新聞媒體	4 months ago	https://www.globalsecurity.orgwww.globalsecurity.org/military/ops/iran-war-20260306.htm	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/028_us-military-says-it-has-ended-its-latest-strikes-on-iran.txt	US military says it has ended its latest strikes on Iran	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/us-military-says-it-has-ended-its-latest-strikes-iran-2026-07-22	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/029_the-strait-of-hormuz-is-open-but-the-us-blockade-remains-in-place-here.txt	The Strait of Hormuz is ‘open,’ but the US blockade remains in place. Here’s what that means. - Atlantic Council	atlanticcouncil.org	智庫／研究機構	3 months ago	https://www.atlanticcouncil.org/dispatches/the-strait-of-hormuz-is-open-but-the-us-blockade-remains-in-place-heres-what-that-means	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/030_even-hormuz-reopening-will-not-resolve-europes-key-energy-vulnerabilit.txt	Even Hormuz reopening will not resolve Europe’s key energy vulnerability | Chatham House – International Affairs Think Tank	chathamhouse.org	智庫／研究機構	last month	https://www.chathamhouse.org/2026/06/even-hormuz-reopening-will-not-resolve-europes-key-energy-vulnerability	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/031_losing-hormuz-the-costs-of-war-for-gulf-oil-exporters-baker-institute.txt	Losing Hormuz: The Costs of War for Gulf Oil Exporters | Baker Institute	bakerinstitute.org	新聞媒體	3 months ago	https://www.bakerinstitute.org/research/losing-hormuz-costs-war-gulf-oil-exporters	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/032_the-iran-war-turned-asias-fragile-energy-dependence-into-an-emergency.txt	The Iran War Turned Asia’s Fragile Energy Dependence Into an Emergency | Council on Foreign Relations	cfr.org	智庫／研究機構	4 weeks ago	https://www.cfr.org/articles/the-iran-war-turned-asias-fragile-energy-dependence-into-an-emergency	2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/033_trump-gambled-by-easing-oil-sanctions-on-iran-and-russia-will-it-pay-o.txt	Trump Gambled by Easing Oil Sanctions on Iran and Russia. Will It Pay Off? | Council on Foreign Relations	cfr.org	智庫／研究機構	3 months ago	https://www.cfr.org/articles/trump-gambled-by-easing-oil-sanctions-on-iran-and-russia-will-it-pay-off	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/034_conflict-in-the-strait-of-hormuz-is-spilling-into-the-indian-ocean-cha.txt	Conflict in the Strait of Hormuz is spilling into the Indian Ocean | Chatham House – International Affairs Think Tank	chathamhouse.org	智庫／研究機構	4 months ago	https://www.chathamhouse.org/2026/03/conflict-strait-hormuz-spilling-indian-ocean	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/035_no-one-not-even-beijing-is-getting-through-the-strait-of-hormuz.txt	No One, Not Even Beijing, Is Getting Through the Strait of Hormuz	csis.org	智庫／研究機構	4 months ago	https://www.csis.org/analysis/no-one-not-even-beijing-getting-through-strait-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/036_how-will-the-iran-conflict-impact-oil-prices-goldman-sachs.txt	How Will the Iran Conflict Impact Oil Prices? | Goldman Sachs	goldmansachs.com	新聞媒體	4 months ago	https://www.goldmansachs.com/insights/articles/how-will-the-iran-conflict-impact-oil-prices	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/037_houthis-warn-shipping-companies-to-avoid-saudi-ports-email-shows.txt	Houthis warn shipping companies to avoid Saudi ports, email shows	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/houthis-warn-shipping-companies-avoid-saudi-ports-email-shows-2026-07-21	2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/038_u-s-reinstates-naval-blockade-in-strait-of-hormuz-usni-news.txt	U.S. Reinstates Naval Blockade in Strait of Hormuz - USNI News	news.usni.org	新聞媒體	last week	https://news.usni.org/2026/07/13/u-s-reinstates-naval-blockade-in-strait-of-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/039_two-tankers-carrying-saudi-crude-make-u-turns-in-red-sea-after-houthi.txt	Two tankers carrying Saudi crude make U-turns in Red Sea after Houthi warning	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/two-tankers-carrying-saudi-crude-make-u-turns-red-sea-after-houthi-warning-2026-07-21	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/040_shipping-insurance-surges-again-as-attacks-intensify-over-strait-of-ho.txt	Shipping insurance surges again as attacks intensify over Strait of Hormuz | The National	thenationalnews.com	新聞媒體	5 days ago	https://www.thenationalnews.com/business/2026/07/17/war-risk-shipping-premium-surges-again-as-tensions-escalate-at-strait-of-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/041_iran-deliberate-attacks-on-civilian-ships-apparent-war-crimes-human-ri.txt	Iran: Deliberate Attacks on Civilian Ships Apparent War Crimes | Human Rights Watch	hrw.org	新聞媒體	4 months ago	https://www.hrw.org/news/2026/03/23/iran-deliberate-attacks-on-civilian-ships-apparent-war-crimes	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/042_southeast-asia-s-top-diplomats-hold-security-talks-in-manila-as-us-ira.txt	Southeast Asia's top diplomats hold security talks in Manila as US-Iran fighting rages	apnews.com	新聞媒體	today	https://apnews.com/article/788ceac7b1a80b74881bd5c69e334558	2026 US-Iran War-Strait Of Hormuz Disruption
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/043_opening-pandoras-box-instability-in-the-persian-gulf-as-a-risk-factor.txt	Opening Pandora’s box? Instability in the Persian Gulf as a risk factor for global transport and supply chains | OSW Centre for Eastern Studies	osw.waw.pl	新聞媒體	2 months ago	https://www.osw.waw.pl/en/publikacje/osw-commentary/2026-04-27/opening-pandoras-box-instability-persian-gulf-a-risk-factor	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/044_middle-east-energy-crisis-stranded-assets-and-100-oil-rbccm.txt	Middle East energy crisis: stranded assets and $100 oil | RBCCM	rbccm.com	新聞媒體	4 months ago	https://www.rbccm.com/en/insights/2026/03/middle-east-energy-crisis-stranded-assets	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/045_irgc-opens-tolled-passage-for-merchant-ships-in-strait-of-hormuz-trans.txt	IRGC Opens Tolled Passage for Merchant Ships in Strait of Hormuz, Transit Continues to Trickle Through - USNI News	news.usni.org	新聞媒體	3 months ago	https://news.usni.org/2026/03/27/irgc-opens-tolled-passage-for-merchant-ships-in-strait-of-hormuz-transit-continues-to-trickle-through	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/046_beyond-oil-the-strait-of-hormuz-closure-s-devastating-impact-on-gulf-t.txt	Beyond Oil: The Strait of Hormuz Closure's Devastating Impact on Gulf Trade | BrentChart.com	brentchart.com	新聞媒體	4 months ago	https://brentchart.com/blog/strait-hormuz-trade-disruption-march-2026	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/047_oil-settles-above-90-a-barrel-for-the-first-time-since-early-june.txt	Oil Settles Above $90 a Barrel for the First Time Since Early June	barrons.com	新聞媒體	today	https://www.barrons.com/articles/oil-90-barrel-iran-war-trump-671299d1	2026 US-Iran War-US Blockade Of Iranian Ports | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/048_missile-attacks-define-strait-of-hormuz-risks-officials-say-usni-news.txt	Missile Attacks Define Strait of Hormuz Risks, Officials Say - USNI News	news.usni.org	新聞媒體	4 months ago	https://news.usni.org/2026/03/13/missile-attacks-define-strait-of-hormuz-risks-officials-say	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/049_war-risk-insurance-in-the-persian-gulf-lloyd-s-new-1-doctrine-march-20.txt	War Risk Insurance in the Persian Gulf: Lloyd's New 1% Doctrine (March 2026) | The Board	theboard.world	新聞媒體	4 months ago	https://theboard.world/articles/markets/war-risk-insurance-middle-east-shipping	2026 US-Iran War-Commercial Shipping Attacks
2026 US-Iran War-Maritime And Energy Impact	2026 US-Iran War-Maritime And Energy Impact/050_us-launches-strikes-against-iran-after-attacks-on-vessels-in-strait-of.txt	US launches ​strikes against Iran after attacks on vessels in strait ​of ​Hormuz | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	2 weeks ago	https://www.theguardian.com/world/2026/jul/07/qatar-says-iran-fully-responsible-after-tankers-struck-in-strait-of-hormuz	2026 US-Iran War-Strait Of Hormuz Disruption | 2026 US-Iran War-Commercial Shipping Attacks | 2026 US-Iran War-Oil And Gas Market Impact
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/001_iran-attacks-bahrain-kuwait-and-jordan-after-us-hits-iranian-nuclear-s.txt	Iran attacks Bahrain, Kuwait and Jordan after US hits Iranian nuclear site | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	3 days ago	https://www.aljazeera.com/news/2026/7/19/kuwaiti-power-plant-ablaze-as-iran-hits-us-gulf-allies	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks | 2026 US-Iran War-Iran-Backed Armed Group Involvement
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/002_uae-condemns-renewed-iranian-missile-and-drone-attacks-on-bahrain-kuwa.txt	UAE Condemns Renewed Iranian Missile and Drone Attacks on Bahrain, Kuwait and Jordan	gulfnews.com	新聞媒體	3 days ago	https://gulfnews.com/uae/uae-strongly-condemns-renewed-iranian-hostile-attacks-on-bahrain-kuwait-jordan-2-1.500613176	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/003_iran-claims-it-struck-us-bases-in-bahrain-uae-and-kuwait.txt	Iran claims it struck US bases in Bahrain, UAE, and Kuwait	aa.com.tr	新聞媒體	4 months ago	https://www.aa.com.tr/en/middle-east/iran-claims-it-struck-us-bases-in-bahrain-uae-and-kuwait/3847146	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks | 2026 US-Iran War-Iran-Backed Armed Group Involvement
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/004_iran-targets-israeli-embassy-in-bahrain-al-udeid-air-base-in-qatar-con.txt	Iran targets Israeli embassy in Bahrain, Al Udeid Air Base in Qatar | Conflict News | Al Jazeera	aljazeera.com	新聞媒體	4 months ago	https://www.aljazeera.com/news/2026/3/6/iran-targets-israeli-embassy-in-bahrain-saudi-arabia-intercepts-missile	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks | 2026 US-Iran War-Iran-Backed Armed Group Involvement
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/005_uae-condemns-renewed-iranian-missile-and-drone-attacks-on-bahrain-and.txt	UAE Condemns Renewed Iranian Missile and Drone Attacks on Bahrain and Kuwait	gulfnews.com	新聞媒體	2 days ago	https://gulfnews.com/uae/government/uae-strongly-condemns-renewed-iranian-hostile-attacks-on-bahrain-and-kuwait-1.500614300	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/006_iran-launches-retaliatory-attacks-on-us-bases-in-kuwait-bahrain-and-jo.txt	Iran launches retaliatory attacks on US bases in Kuwait, Bahrain and Jordan | Euronews	euronews.com	新聞媒體	6 days ago	https://www.euronews.com/2026/07/16/us-strikes-around-tehran-for-first-time-in-most-recent-wave-of-attacks-says-iranian-state-	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/007_iran-and-proxy-militias-strike-energy-infrastructure-us-bases-and-gulf.txt	Iran and proxy militias strike energy infrastructure, US bases, and Gulf capitals on March 6	fdd.org	智庫／研究機構	4 months ago	https://www.fdd.org/analysis/2026/03/06/iran-and-proxy-militias-strike-energy-infrastructure-us-bases-and-gulf-capitals-on-march-6	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks | 2026 US-Iran War-Iran-Backed Armed Group Involvement
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/008_iranian-drones-and-missiles-hit-ports-oil-and-gas-facilities-and-us-ba.txt	Iranian drones and missiles hit ports, oil and gas facilities, and US bases in the region (March 17-19 updates)	fdd.org	智庫／研究機構	4 months ago	https://www.fdd.org/analysis/2026/03/19/iranian-drones-and-missiles-hit-ports-oil-and-gas-facilities-and-us-bases-in-the-region-march-17-19-updates	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/009_uae-strongly-condemns-fresh-iran-strikes-on-bahrain-kuwait-and-jordan.txt	UAE strongly condemns fresh Iran strikes on Bahrain, Kuwait, and Jordan	gulfnews.com	新聞媒體	last week	https://gulfnews.com/uae/government/c18fnnj-uae-strongly-condemns-renewed-iranian-hostile-1.500608887	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/010_uae-strongly-condemns-renewed-treacherous-attacks-by-iran-on-bahrain-k.txt	UAE strongly condemns renewed treacherous attacks by Iran on Bahrain, Kuwait, and Jordan	gulfnews.com	新聞媒體	last month	https://gulfnews.com/uae/government/uae-strongly-condemns-renewed-hostile-attacks-by-iran-on-bahrain-kuwait-jordan-1.500570878	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/011_uae-strongly-condemns-terrorist-attacks-by-iran-on-bahrain-kuwait-jord.txt	UAE strongly condemns terrorist attacks by Iran on Bahrain, Kuwait, Jordan	gulfnews.com	新聞媒體	last month	https://gulfnews.com/uae/government/uae-strongly-condemns-terrorist-attacks-by-iran-on-bahrain-kuwait-jordan-1.500569610	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/012_iran-attacks-bahrain-kuwait-jordan-in-retaliation-for-us-strikes-us-is.txt	Iran attacks Bahrain, Kuwait, Jordan in retaliation for US strikes | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	last month	https://www.aljazeera.com/news/2026/6/10/iran-strikes-bahrain-and-jordan-in-retaliation-for-us-attacks-in-hormuz	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/013_gcc-condemns-iranian-attacks-on-kuwait-bahrain-and-jordan-the-national.txt	GCC condemns Iranian attacks on Kuwait, Bahrain and Jordan | The National	thenationalnews.com	新聞媒體	last month	https://www.thenationalnews.com/news/gulf/2026/06/10/gcc-condemns-iranian-attacks-on-kuwait-bahrain-and-jordan	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/014_could-iran-disrupt-the-gulf-countries-desalinated-water-supplies.txt	Could Iran Disrupt the Gulf Countries’ Desalinated Water Supplies?	csis.org	智庫／研究機構	4 months ago	https://www.csis.org/analysis/could-iran-disrupt-gulf-countries-desalinated-water-supplies	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/015_iran-targets-us-bases-diplomatic-missions-and-oil-infrastructure-in-ar.txt	Iran targets US bases, diplomatic missions, and oil infrastructure in Arab countries on March 3–5	fdd.org	智庫／研究機構	4 months ago	https://www.fdd.org/analysis/2026/03/05/iran-targets-us-bases-diplomatic-missions-and-oil-infrastructure-in-arab-countries-on-march-3-5	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks | 2026 US-Iran War-Iran-Backed Armed Group Involvement
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/016_iranian-drone-and-missile-barrages-strike-arab-states-across-the-regio.txt	Iranian drone and missile barrages strike Arab states across the region (March 9-10 updates)	fdd.org	智庫／研究機構	4 months ago	https://www.fdd.org/analysis/2026/03/10/iranian-drone-and-missile-barrages-strike-arab-states-across-the-region-march-9-10-updates	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/017_iranian-drones-and-missile-barrages-hit-energy-infrastructure-airports.txt	Iranian drones and missile barrages hit energy infrastructure, airports, and residential buildings in the Arab World (March 11-12 updates)	fdd.org	智庫／研究機構	4 months ago	https://www.fdd.org/analysis/2026/03/12/iranian-drones-and-missile-barrages-hit-energy-infrastructure-airports-and-residential-buildings-in-the-arab-world-march-11-12-updates	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/018_tankers-with-saudi-crude-turn-back-as-houthis-open-new-front-in-us-ira.txt	Tankers with Saudi crude turn back as Houthis open new front in US-Iran war	reuters.com	新聞媒體	today	https://www.reuters.com/world/middle-east/iranian-forces-target-bahrain-kuwait-after-us-hits-irans-south-2026-07-21	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Iran-Backed Armed Group Involvement | 2026 US-Iran War-Red Sea And Bab El-Mandeb Spillover
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/019_kuwait-and-bahrain-targeted-by-iran-after-exchange-of-fire-with-us-us.txt	Kuwait and Bahrain targeted by Iran after exchange of fire with US | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	last month	https://www.theguardian.com/world/2026/jun/06/us-says-iran-radar-sites-struck-and-drones-intercepted-in-latest-threat-to-fragile-ceasefire	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Regional US And Allied Base Attacks
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/020_iran-attacks-bahrain-kuwait-and-jordan-again-after-new-waves-of-us-str.txt	Iran attacks Bahrain, Kuwait and Jordan again after new waves of US strikes | US-Israel war on Iran News | Al Jazeera	aljazeera.com	新聞媒體	last month	https://www.aljazeera.com/amp/news/2026/6/10/us-bombs-iran-after-trump-threat-tehran-closes-hormuz-strait-to-all-ships	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/021_iran-threatens-gulf-energy-facilities-after-israeli-attack-on-its-larg.txt	Iran threatens Gulf energy facilities after Israeli attack on its largest gasfield | US-Israel war on Iran | The Guardian	theguardian.com	新聞媒體	4 months ago	https://www.theguardian.com/world/2026/mar/18/iran-gulf-energy-facilities-israel-south-pars-gas-field-saudi-arabia-uae-qatar	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Iran-Backed Armed Group Involvement
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/022_saudi-arabia-foils-three-iranian-drone-attacks-on-oil-field-near-uae-b.txt	Saudi Arabia foils three Iranian drone attacks on oil field near UAE border | The National	thenationalnews.com	新聞媒體	4 months ago	https://www.thenationalnews.com/news/gulf/2026/03/07/saudi-arabia-foils-three-iranian-drone-attacks-on-oil-field-near-uae-border	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/023_the-iran-war-is-reshaping-asias-energy-security-strategies-council-on.txt	The Iran War Is Reshaping Asia’s Energy Security Strategies | Council on Foreign Relations	cfr.org	智庫／研究機構	3 months ago	https://www.cfr.org/articles/the-iran-war-is-reshaping-asias-energy-security-strategies	2026 US-Iran War-Attacks On Gulf States
2026 US-Iran War-Regional Spillover	2026 US-Iran War-Regional Spillover/024_houthis-threaten-to-attack-shipping-tankers-if-they-use-saudi-arabian.txt	Houthis threaten to attack shipping tankers if they use Saudi Arabian ports on Red Sea	theguardian.com	新聞媒體	today	https://www.theguardian.com/world/2026/jul/21/houthis-threaten-attack-tankers-saudi-arabian-ports-red-sea-shipping	2026 US-Iran War-Attacks On Gulf States | 2026 US-Iran War-Iran-Backed Armed Group Involvement | 2026 US-Iran War-Red Sea And Bab El-Mandeb Spillover
